"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"45","ENSG00000074527","NTN4","12",95657807,95791152,"netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]",5015.44111662836,1.48351659942428,0.479109887431012,3.09640155284396,0.00195884895024818,0.03185787671954,1.98360137820335
"345","ENSG00000156265","MAP3K7CL","21",29077471,29175889,"MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]",697.154564379899,1.47410062992509,0.301741919852862,4.88530274694318,1.03270048424366e-06,0.000276308154403317,1.71908098672054
"341","ENSG00000154529","CNTNAP3B","9",41890314,42129510,"contactin associated protein like 3B [Source:HGNC Symbol;Acc:HGNC:32035]",142.86476921439,1.47374687666361,0.495126177993642,2.97650769069724,0.00291551769648716,0.0449773255343369,1.6810758150976
"55","ENSG00000078401","EDN1","6",12290361,12297194,"endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]",321.262662698154,1.46010747491658,0.404459316732702,3.61002309629458,0.000306169741766839,0.0116232829160927,1.6810758150976
"51","ENSG00000077092","RARB","3",25174332,25597932,"retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865]",256.974172880714,1.44604601556334,0.387399926637153,3.73269563604678,0.000189441454987964,0.00914766860405356,1.49744278276329
"26","ENSG00000055163","CYFIP2","5",157266079,157395595,"cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]",120.214445635223,1.44045076706618,0.440799065562657,3.26781719745144,0.0010838034302076,0.0267137216478726,1.42469375367528
"237","ENSG00000135454","B4GALNT1","12",57623409,57633239,"beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]",497.619840567775,1.4095868808223,0.336555749410614,4.18827158142687,2.81087026219064e-05,0.00237631914684391,1.71908098672054
"283","ENSG00000141449","GREB1L","18",21242242,21525417,"GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]",118.102866931383,1.40885642394591,0.352745785969395,3.99397095580936,6.49758263511857e-05,0.00388900797667379,1.80990324850642
"150","ENSG00000115339","GALNT3","2",165747591,165794682,"polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]",43.0235505152069,1.40858388333298,0.354866363405871,3.96933614618734,7.20731477679286e-05,0.00437024087826841,1.6810758150976
"57","ENSG00000081277","PKP1","1",201283452,201332993,"plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]",134.634200742894,1.39123782329909,0.378483296507303,3.67582357302854,0.000237083331586854,0.0110137816103779,1.42469375367528
"226","ENSG00000133216","EPHB2","1",22710839,22921500,"EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]",589.103981231424,1.37532836455766,0.457043250512924,3.00918646761367,0.00261948291130756,0.0363777228882992,2.13313370345529
"534","ENSG00000197461","PDGFA","7",497258,520296,"platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]",577.18975131054,1.36948294926172,0.319323863672904,4.28869591363998,1.79725230699106e-05,0.00161606860039846,2.17655512739692
"381","ENSG00000163431","LMOD1","1",201896456,201946588,"leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]",1086.70625246811,1.36783518883833,0.319692919542345,4.27859081394874,1.88080252886495e-05,0.00167767941202189,2.17655512739692
"585","ENSG00000276495","APBA2","CHR_HSCHR15_4_CTG8",29060035,29259075,"amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]",78.7429498460425,1.35386167113992,0.428420160197022,3.16012596260014,0.0015770094431111,0.0308049953613409,1.6810758150976
"177","ENSG00000120279","MYCT1","6",152697895,152724567,"MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]",90.6989700534457,1.34587956973838,0.438562937594743,3.0688401922874,0.00214891508836288,0.0374103492225513,1.64840351543516
"558","ENSG00000204442","FAM155A","13",107163510,107866735,"family with sequence similarity 155 member A [Source:HGNC Symbol;Acc:HGNC:33877]",315.073257743045,1.33641657350979,0.402447967551111,3.32071890346934,0.000897859173678083,0.0211885324193964,1.6810758150976
"380","ENSG00000163273","NPPC","2",231921809,231926396,"natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]",19.036600534508,1.33517661147184,0.421572612341214,3.1671331874642,0.00153949792434603,0.0368778148672471,1.225358015445
"575","ENSG00000257335","MGAM","7",141907813,142106747,"maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]",125.803362258211,1.32535630981263,0.373338359736325,3.55001374824885,0.000385211033551991,0.0129865362154253,1.6810758150976
"113","ENSG00000105894","PTN","7",137227341,137343865,"pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]",446.478559084995,1.31403650956562,0.408156093382756,3.21944601800507,0.00128438540756222,0.0255619550778091,1.80990324850642
"108","ENSG00000105376","ICAM5","19",10289952,10296778,"intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]",160.792599750182,1.30790859812299,0.320311225656174,4.08324308785518,4.44115232841738e-05,0.0031806566987262,1.6810758150976
"100","ENSG00000104177","MYEF2","15",48134632,48178353,"myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]",181.022355556952,1.30502771496691,0.229180501521372,5.69432262475962,1.23862676881974e-08,1.80253451022622e-05,1.6810758150976
"222","ENSG00000132749","TESMIN","11",68707440,68751520,"testis expressed metallothionein like protein [Source:HGNC Symbol;Acc:HGNC:7446]",29.1980838614443,1.28177140247007,0.397694380067124,3.22300607379397,0.00126852863858155,0.0369535642515192,1.00231962717157
"510","ENSG00000187498","COL4A1","13",110148963,110307157,"collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]",41873.7323916514,1.27036787474664,0.410051903269817,3.0980660365591,0.00194788018925264,0.0320419184461058,1.95297707556701
"390","ENSG00000164283","ESM1","5",54977867,55022671,"endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]",3573.17311643697,1.25609665183398,0.301089693407174,4.17183543421833,3.0215583676189e-05,0.00228156154360796,1.98360137820335
"573","ENSG00000248610","HSPA8P4","5",130140031,130141950,"heat shock protein family A (Hsp70) member 8 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44919]",10.2139776816084,1.2495776969546,0.387792307041242,3.2222859357076,0.00127172153411052,0.0403236680527865,0.870165857968658
"287","ENSG00000142627","EPHA2","1",16124337,16156069,"EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]",1740.74019300744,1.24702148816533,0.248122451752163,5.02583091275804,5.01257404766495e-07,0.000151496953963934,2.17655512739692
"466","ENSG00000176771","NCKAP5","2",132671788,133568463,"NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]",135.080800985707,1.23548723447936,0.399211068206827,3.09482209506093,0.00196930980476455,0.0336378663685884,1.80990324850642
"497","ENSG00000183496","MEX3B","15",82041778,82046119,"mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]",443.687332509472,1.22118925252339,0.381356685269461,3.20222327205439,0.00136371255198657,0.0276255287488493,1.71908098672054
"372","ENSG00000162552","WNT4","1",22117313,22143969,"Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]",7.88400104649996,1.21603899370024,0.375148793557702,3.2414844845108,0.00118908906752849,0.0322844987436085,1.17443105150401
"462","ENSG00000175745","NR2F1","5",93583222,93594611,"nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975]",1709.36453403998,1.21555281717326,0.35452774160829,3.42865359889467,0.000606583189304044,0.0156264279915246,1.92038054669386
"176","ENSG00000120217","CD274","9",5450503,5470566,"CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]",481.420604051929,1.2100394184862,0.389337892253274,3.10794156582898,0.00188395313856216,0.0337946912777664,1.71908098672054
"393","ENSG00000164418","GRIK2","6",101181257,102070083,"glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580]",263.341909389473,1.20459761299482,0.388891829330244,3.09751329841359,0.00195151640211611,0.0336117324684533,1.80990324850642
"135","ENSG00000111859","NEDD9","6",11183298,11382348,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]",697.194960643768,1.20245621807048,0.330293308270702,3.64057093486427,0.00027203414604932,0.00914548260249252,2.16398853778351
"225","ENSG00000133110","POSTN","13",37562583,37598844,"periostin [Source:HGNC Symbol;Acc:HGNC:16953]",101412.003481337,1.19727100389965,0.364966383564651,3.28049666439364,0.00103624490121944,0.020542005662963,2.03957481407754
"420","ENSG00000168685","IL7R","5",35852695,35879603,"interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]",1026.43164147012,1.19383475725404,0.300818725425534,3.9686184946275,7.22905084094465e-05,0.00382873444732976,2.06502329299319
"452","ENSG00000174004","NRROS","3",196639694,196662004,"negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]",18.0384957736352,1.17336634610499,0.349945363665908,3.35299869046188,0.00079941084801226,0.030269271371207,0.870165857968658
"323","ENSG00000150551","LYPD1","2",132644853,132671579,"LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]",1165.24016778192,1.16699901879495,0.307739267605521,3.79216805146519,0.000149337796625138,0.00738373522868774,1.67254165996406
"229","ENSG00000134243","SORT1","1",109309568,109397918,"sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]",1060.83590580651,1.1574369935732,0.330703702153582,3.49992148874002,0.000465395207735846,0.0143816362479864,1.67254165996406
"567","ENSG00000214944","ARHGEF28","5",73626158,73941993,"Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]",247.185324731732,1.15393781384406,0.259550898388896,4.44590182891631,8.75239134814914e-06,0.0012301123638783,1.6810758150976
"198","ENSG00000127528","KLF2","19",16324817,16327874,"Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]",2012.09169306663,1.14847734121017,0.268079408631713,4.28409383276409,1.83485469294121e-05,0.00175193135906146,1.95297707556701
"256","ENSG00000137878","GCOM1","15",57591908,57714745,"GRINL1A complex locus 1 [Source:HGNC Symbol;Acc:HGNC:26424]",25.6495844710512,1.14750448778994,0.335156952519458,3.42378243734425,0.000617560407036584,0.0221137886994684,1.08731809664997
"270","ENSG00000139874","SSTR1","14",38207904,38213067,"somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]",1856.96995457583,1.14220005976782,0.377400308316829,3.02649477119382,0.0024740710001081,0.0371339992353685,1.92038054669386
"280","ENSG00000140945","CDH13","16",82626965,83800640,"cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]",4199.52639430394,1.13213240957952,0.281831024456787,4.01706097389967,5.89284807732259e-05,0.00345335483092278,2.00380614765535
"549","ENSG00000198756","COLGALT2","1",183929854,184037729,"collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16790]",68.1448445453714,1.12139010431854,0.323847153073275,3.46271410347958,0.000534756272126538,0.0175298971419878,1.38201636656054
"446","ENSG00000172403","SYNPO2","4",118850688,119061247,"synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]",2190.51632036453,1.11003748281469,0.373079251711287,2.97533963018053,0.0029266432908431,0.03813918813817,2.17655512739692
"224","ENSG00000132932","ATP8A2","13",25371974,26025851,"ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]",21.078971610871,1.10606099605871,0.343287110116201,3.22197065798456,0.00127312172309497,0.0403301608723057,0.870165857968658
"232","ENSG00000134871","COL4A2","13",110305812,110513209,"collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]",39842.7687648017,1.09931999277806,0.337171313400901,3.26041970086274,0.00111247462516219,0.0213468490885428,2.05606011800451
"309","ENSG00000148082","SHC3","9",89005771,89178818,"SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]",947.451676484099,1.08108999480969,0.374980767521925,2.88305451491317,0.0039383927591819,0.0466451497295373,2.13313370345529
"387","ENSG00000164197","RNF180","5",64165843,64372869,"ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]",65.5770559814981,1.07513333937077,0.311008123454786,3.45693008731675,0.000546366576731341,0.0179724380735805,1.35632231613221
"499","ENSG00000183979","NPB","17",81900745,81902905,"neuropeptide B [Source:HGNC Symbol;Acc:HGNC:30099]",9.81159569416897,1.07041908091668,0.290225485859981,3.68823254010541,0.00022581722783889,0.0119376122179231,1.16421421663173
"561","ENSG00000213144","AC084880.1","12",119194850,119195394,"PDGFA associated protein 1 (PDAP1) pseudogene",26.7600207203507,1.06858704869892,0.333505192775491,3.20410917684952,0.00135481090716508,0.0351094961207663,1.16421421663173
"525","ENSG00000196632","WNK3","X",54192823,54358642,"WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:14543]",51.3567967263751,1.06112181350615,0.345740241227401,3.06913019363641,0.00214683010850591,0.0424357931394567,1.35632231613221
"206","ENSG00000130176","CNN1","19",11538767,11550323,"calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155]",2528.8700283806,1.0584655052832,0.251620632325122,4.20659266095295,2.59249813801894e-05,0.00207937221900276,1.96542111049406
"90","ENSG00000102452","NALCN","13",101053776,101416508,"sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]",124.877657182401,1.05425892027434,0.308447437351215,3.41795324781352,0.000630939438353248,0.0174656768845221,1.64840351543516
"264","ENSG00000139508","SLC46A3","13",28700064,28718970,"solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]",122.287787290072,1.04980034112353,0.294155462211168,3.56886230577593,0.000358534787365481,0.0120653680700995,1.80990324850642
"82","ENSG00000101333","PLCB4","20",9068763,9481242,"phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]",441.702450795901,1.03475784823841,0.343349485292827,3.01371603151208,0.0025806923413368,0.0447337250291987,1.49744278276329
"5","ENSG00000005884","ITGA3","17",50055968,50090481,"integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]",6226.91182000294,1.03015453986323,0.312712165984294,3.29425795322262,0.000986818930281507,0.020542005662963,1.95297707556701
"238","ENSG00000135525","MAP7","6",136342281,136550819,"microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]",39.626483858576,1.02095673016086,0.332544308298373,3.07013743637678,0.00213960288425831,0.0485854664599093,1.08731809664997
"382","ENSG00000163453","IGFBP7","4",57030773,57110385,"insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]",20452.1396091639,1.00973423366233,0.240594449619257,4.1968309545804,2.70675812018668e-05,0.00207937221900276,2.03957481407754
"508","ENSG00000187164","SHTN1","10",116881477,117126586,"shootin 1 [Source:HGNC Symbol;Acc:HGNC:29319]",270.610641171213,0.996535795197072,0.299427929000219,3.32813241077569,0.000874303007539122,0.0225532854091864,1.49744278276329
"560","ENSG00000205476","CCDC85C","14",99500190,99604207,"coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]",1447.69200562799,0.993061147619702,0.334442098260032,2.96930665363661,0.00298472576039264,0.0420647755375593,1.92038054669386
"554","ENSG00000198947","DMD","X",31097677,33339441,"dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]",345.145596489495,0.991085517272653,0.235843934620764,4.20229385532561,2.64223829633404e-05,0.00204047174878273,2.08872700428257
"196","ENSG00000126785","RHOJ","14",63204114,63293508,"ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]",639.907298178354,0.98183000283205,0.295611599465058,3.3213514104615,0.00089582668125821,0.0201477858072015,1.8320116009618
"600","ENSG00000286190","AC055839.2","17",5499439,5501145,"uncharacterized LOC728392 [Source:NCBI gene;Acc:728392]",425.541544826125,0.975630178295564,0.308055617780077,3.16705855042083,0.00153989310884852,0.0297141041073826,1.71908098672054
"216","ENSG00000131773","KHDRBS3","8",135457456,135656722,"KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]",342.64546530132,0.972052040039648,0.268683089337333,3.61783855633441,0.000297073599104176,0.0109762970275311,1.80990324850642
"29","ENSG00000065054","SLC9A3R2","16",2025356,2039026,"SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]",2698.1869655262,0.968448087978192,0.312101511614567,3.10299069994312,0.00191575660498227,0.0320419184461058,1.92038054669386
"587","ENSG00000282411","AC233699.6","CHR_HSCHR17_7_CTG4",36274563,36320919,"aminopeptidase puromycin sensitive (NPEPPS) pseudogene",7.94465010074698,0.968117165454563,0.318196512551256,3.04251343829111,0.00234611341569539,0.049036524597372,1.17443105150401
"368","ENSG00000160951","PTGER1","19",14472466,14475354,"prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]",95.1363351150372,0.958019466517077,0.317484049181502,3.01753574388044,0.0025483898543699,0.0466451497295373,1.38201636656054
"91","ENSG00000102466","FGF14","13",101710804,102402457,"fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671]",356.324666214234,0.94762721501556,0.273739163867288,3.46178895861238,0.000536597746508886,0.0167513817743211,1.49744278276329
"546","ENSG00000198542","ITGBL1","13",101452593,101720856,"integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]",10454.3741639426,0.945250535765483,0.283069617031308,3.33928644719556,0.000839939041459868,0.0181256657413957,2.03957481407754
"476","ENSG00000178773","CPNE7","16",89575758,89597246,"copine 7 [Source:HGNC Symbol;Acc:HGNC:2320]",832.318968328672,0.942030149657656,0.27848145380785,3.38273926962349,0.00071766731270134,0.0185965490442308,1.67254165996406
"146","ENSG00000113578","FGF1","5",142592178,142698070,"fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]",1418.6852460065,0.94149087827775,0.254580288617669,3.69820807176351,0.0002171268755278,0.00929532234543551,1.67254165996406
"172","ENSG00000119280","C1orf198","1",230837119,230869589,"chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]",3294.61000016596,0.932259213850151,0.274853618251568,3.39183897152437,0.000694252287382627,0.0165344348454655,1.99235770699868
"408","ENSG00000166908","PIP4K2C","12",57591174,57603418,"phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]",661.439006042004,0.927187490078792,0.270320625282668,3.42995466627548,0.000603682100088226,0.0143604232846194,2.17655512739692
"291","ENSG00000143801","PSEN2","1",226870184,226896105,"presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]",218.736724761382,0.916444210100357,0.211641245485986,4.33017774014677,1.48989036023397e-05,0.00161606860039846,1.80990324850642
"521","ENSG00000196358","NTNG2","9",132161676,132244526,"netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]",76.3815850331291,0.911185295066386,0.295867205197105,3.07971035336396,0.00207201993673957,0.0409815268687672,1.38201636656054
"233","ENSG00000135074","ADAM19","5",157395534,157575775,"ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]",14004.1773987319,0.908700992838334,0.219883643221048,4.13264479124908,3.58612715002485e-05,0.00248694717984326,1.95297707556701
"305","ENSG00000146054","TRIM7","5",181193924,181205293,"tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]",86.5665828069212,0.901889776699433,0.224003533626132,4.02623013172959,5.66782201415496e-05,0.00379474596511606,1.64840351543516
"21","ENSG00000050165","DKK3","11",11963106,12009769,"dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]",11494.3980766081,0.889503043051527,0.182290835373723,4.87958180249664,1.06311022485019e-06,0.000256300365375823,2.02950204051686
"38","ENSG00000070404","FSTL3","19",676392,683392,"follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]",7125.51758526812,0.885264294209794,0.225727699620195,3.92182393077732,8.78812012854986e-05,0.00437024087826841,2.05606011800451
"482","ENSG00000179715","PCED1B","12",47079603,47236662,"PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]",97.9620956189988,0.881985474614767,0.296965569572331,2.96999236606769,0.00297807149515605,0.0433271388654119,1.80990324850642
"260","ENSG00000139117","CPNE8","12",38646822,38907430,"copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]",332.658346976455,0.872263819205862,0.217688583173159,4.00693415562371,6.15120022481272e-05,0.0039243338701983,1.6810758150976
"156","ENSG00000116117","PARD3B","2",204545475,205620162,"par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446]",216.589587792433,0.852546874794647,0.220771836468685,3.86166500415725,0.000112616914093908,0.00585583040184514,1.80990324850642
"157","ENSG00000116133","DHCR24","1",54849627,54887195,"24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]",2976.74096478673,0.849870163979475,0.270614764496102,3.14051661431694,0.00168650141199352,0.0291771133197988,1.95297707556701
"371","ENSG00000162458","FBLIM1","1",15756607,15786594,"filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]",3344.33995332476,0.843085967345582,0.20073129495473,4.20007237803013,2.66829669622876e-05,0.00207937221900276,2.00380614765535
"359","ENSG00000159263","SIM2","21",36699133,36749917,"SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]",45.1347562119248,0.835367068745343,0.269519546341786,3.09946747864434,0.00193868860152192,0.034902834283683,1.6810758150976
"89","ENSG00000102349","KLF8","X",56232356,56291531,"Kruppel like factor 8 [Source:HGNC Symbol;Acc:HGNC:6351]",216.828923231591,0.831358617031767,0.245482800574644,3.38662674161148,0.000707575847289296,0.0203416877087998,1.42469375367528
"137","ENSG00000112186","CAP2","6",17393505,17557790,"cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]",1146.75561398792,0.829149705702461,0.219614628038866,3.77547576455482,0.000159702552205756,0.0071078666537794,1.92038054669386
"495","ENSG00000182809","CRIP2","14",105472962,105480170,"cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]",2135.96086665656,0.826786362725589,0.224572631193846,3.68159894787858,0.000231775803328183,0.00869843413447758,1.96542111049406
"442","ENSG00000171729","TMEM51","1",15152532,15220478,"transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]",202.401735169433,0.825226982418717,0.253716662929405,3.25255335180068,0.00114373122319778,0.0288526332103322,1.35632231613221
"484","ENSG00000180263","FGD6","12",95076749,95217482,"FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]",433.147284398693,0.82442872466039,0.204132383004722,4.03869642104417,5.37490743229417e-05,0.00313461305367577,2.08872700428257
"244","ENSG00000136541","ERMN","2",157318625,157327713,"ermin [Source:HGNC Symbol;Acc:HGNC:29208]",93.3817797884737,0.814955465677141,0.257615949527154,3.16345112627136,0.00155910527450717,0.0291771133197988,1.80990324850642
"167","ENSG00000118503","TNFAIP3","6",137867214,137883312,"TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]",1907.53153592691,0.811549285606708,0.210590196763512,3.85368976371706,0.000116351007699108,0.00573763384974656,1.92038054669386
"50","ENSG00000076356","PLXNA2","1",208022242,208244384,"plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]",1891.11766221985,0.809551176553979,0.155826770813548,5.1951995945718,2.04500313051034e-07,9.04127309523709e-05,1.95297707556701
"31","ENSG00000065534","MYLK","3",123610049,123884331,"myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]",4317.86380085305,0.809468773397866,0.227516851197664,3.55784096490773,0.000373915574821062,0.0118248056276081,2.00380614765535
"514","ENSG00000188766","SPRED3","19",38388421,38399587,"sprouty related EVH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31041]",460.23312712327,0.807744482339604,0.198333085807123,4.07266633830892,4.64779845466542e-05,0.00313461305367577,1.80990324850642
"46","ENSG00000074590","NUAK1","12",106063340,106140033,"NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]",1244.68238405289,0.806381642187504,0.265061718530101,3.04224105487315,0.00234823760391736,0.0356930851213315,1.96542111049406
"231","ENSG00000134824","FADS2","11",61792980,61867354,"fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]",2692.65954191825,0.805350919279146,0.252534060093386,3.18907841176485,0.00142727157215779,0.0242435577924396,2.17655512739692
"28","ENSG00000062524","LTK","15",41503637,41513887,"leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]",43.3609152452705,0.792383102985252,0.251210237696275,3.15426278105465,0.00160904130216525,0.0295906782819003,1.80990324850642
"142","ENSG00000113070","HBEGF","5",140332843,140346603,"heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]",746.352409572092,0.789342750633197,0.259996663328119,3.03597261799101,0.00239761137095641,0.037410352418757,1.8320116009618
"330","ENSG00000152137","HSPB8","12",119178642,119221131,"heat shock protein family B (small) member 8 [Source:HGNC Symbol;Acc:HGNC:30171]",1507.6343240095,0.784705189263653,0.273508034556177,2.86903889509863,0.00411721165290025,0.0475040550567022,2.17655512739692
"479","ENSG00000178922","HYI","1",43451003,43453989,"hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]",1884.09753808157,0.783857934596602,0.196727098074749,3.98449396279289,6.76240762421725e-05,0.00408633908763921,1.76023047012825
"329","ENSG00000151729","SLC25A4","4",185143266,185150382,"solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]",966.881735440331,0.78002278774128,0.210537967124014,3.70490319820473,0.000211471477715004,0.00799559289134259,2.06502329299319
"166","ENSG00000118257","NRP2","2",205681990,205798133,"neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]",4162.02620264763,0.778906212929972,0.244838331264084,3.18130828987656,0.00146611521549874,0.026499443322868,1.95297707556701
"581","ENSG00000274538","PHLDA2","CHR_HSCHR11_1_CTG7",2928201,2929383,"pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]",169.388547015528,0.778409702935508,0.221349597316668,3.51665289827429,0.000437024872436093,0.0139267560690318,1.6810758150976
"403","ENSG00000165996","HACD1","10",17589032,17617374,"3-hydroxyacyl-CoA dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:9639]",677.794276967062,0.776853254022737,0.178355715106712,4.3556398153989,1.32678794741272e-05,0.00136606770238603,2.17655512739692
"147","ENSG00000114790","ARHGEF26","3",154121003,154257827,"Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]",155.243354929389,0.773796850821312,0.248854161768142,3.10943905990312,0.00187442947027326,0.0326569586289785,1.80990324850642
"295","ENSG00000144810","COL8A1","3",99638475,99799226,"collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]",7060.97236073735,0.769285369237202,0.191700024489115,4.01296437643847,5.99609650836595e-05,0.00313461305367577,2.375
"251","ENSG00000137819","PAQR5","15",69298947,69407780,"progestin and adipoQ receptor family member 5 [Source:HGNC Symbol;Acc:HGNC:29645]",546.371246160597,0.767769092706574,0.234890811897871,3.26862122235924,0.00108072871969473,0.020542005662963,2.13313370345529
"543","ENSG00000198478","SH3BGRL2","6",79631329,79703655,"SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]",99.5715301989851,0.76639661578408,0.241294471480056,3.17618804559898,0.00149224187064496,0.0336117324684533,1.38201636656054
